"","control_rep2","exp_rep1","control_rep1","exp_rep2","control_rep3","exp_rep3"
"ENSG00000227232.6",7.4700601613696,7.43763326548195,7.41133691687451,7.53202751534564,7.5103591594624,7.58002660594276
"ENSG00000268903.1",5.84772327511865,5.84702280095355,5.86380096093909,5.91131902870776,5.88557060165049,5.86490764909291
"ENSG00000269981.1",5.1292722239242,5.13018738020856,5.19381563728628,5.19503730104603,5.19951055381823,5.21477802054643
"ENSG00000241860.7",4.7546196285722,4.83572733744265,4.83624417083795,4.83854920971481,4.75442034278621,4.76933096236852
"ENSG00000279457.4",6.61897709572757,6.66753979330193,6.67589176367771,6.73636445115888,6.67659143532632,6.72124587566437
"ENSG00000292994.1",4.80667866507131,4.77288283134278,4.82251990629802,4.81593247109475,4.80947847311483,4.80066256222699
"ENSG00000290385.1",5.23638405513631,5.25956499903103,5.21715294771376,5.35843976843103,5.23233699100113,5.18492951768604
"ENSG00000293331.1",3.66227707170139,3.73997748917222,3.70607510423189,3.69756315973401,3.71204403169058,3.677942044783
"ENSG00000225972.1",10.3760869575119,10.5978837351965,10.5694054722238,10.6453237673313,10.4931415387812,10.8644531573478
"ENSG00000225630.1",9.84732896456143,9.95837847744984,9.76055293084488,9.98174343105935,9.79989908074822,10.1064196844004
"ENSG00000237973.1",8.80207962549133,8.84960529581298,8.71794711738889,8.9040850425235,8.85100756552419,8.99205215518736
"ENSG00000229344.1",5.43990212108296,5.44702174342366,5.38363257847294,5.50834637582896,5.44506017192016,5.62955000056447
"ENSG00000248527.1",12.0030254208112,12.0502895704743,12.1306937826298,12.1301375446962,12.007687972579,12.3778917269793
"ENSG00000198744.5",6.04495244378441,6.06129708893821,6.10030378372406,6.1765773024688,6.0672855922851,6.29047815868633
"ENSG00000291215.1",6.92476888482991,6.91642255226972,6.87187480038997,6.98120735957295,6.84598387506347,6.7786649778693
"ENSG00000237491.10",4.49718281135924,4.52991961126068,4.49810800735483,4.52349400205368,4.50221959621783,4.51218370253982
"ENSG00000225880.6",5.33972011705434,5.32015955758314,5.42454666578462,5.3926205811784,5.34421072296521,5.41267531197602
"ENSG00000228794.12",11.0400919993916,11.1468687556661,11.0238447835359,11.1080087161354,11.1166051818127,11.0619261857048
"ENSG00000272438.1",4.6920624084141,4.69518462886721,4.66871498065574,4.70831466942322,4.68049126770344,4.70281927722641
"ENSG00000230699.2",6.86400648104176,6.79403193949313,6.81367445505454,6.8949823866017,6.79484003468573,6.91144601501424
"ENSG00000223764.2",6.6522535139782,6.56132212916697,6.54810831319484,6.66075170784508,6.67046819714322,6.72462409635839
"ENSG00000187634.13",6.60119321845169,6.39896418218733,6.53574365527736,6.36972711274425,6.60946828385676,6.73283907010864
"ENSG00000188976.11",13.5947507701654,13.4941710074901,13.48263885991,13.4561891753082,13.5542412870203,13.6638884382977
"ENSG00000187961.15",8.35369123853642,8.45272803786926,8.44045662757191,8.53370863651659,8.39312591804487,8.42787181136676
"ENSG00000187583.11",6.98423482859223,7.06530691885927,6.97154170414927,7.04155523394678,6.97622425916422,7.00012567614547
"ENSG00000272512.1",4.61975527882158,4.60369306254341,4.57570446048473,4.69895438914213,4.59160796853733,4.62138616062564
"ENSG00000188290.11",8.96443643671415,8.70962539084265,8.87568794386566,8.8050906775284,8.89449752139065,9.21999702938745
"ENSG00000187608.10",9.33718673830889,9.06496070327335,9.25489457529475,9.06813938368029,9.36838521965661,9.20207782957448
"ENSG00000188157.15",15.8726724360718,15.8701841208245,15.7449559629975,15.8256417074367,15.8345150225665,16.0144336467186
"ENSG00000291156.1",6.16504960611756,6.18317788222475,6.20127734169938,6.14390102730579,6.09399102033853,6.12378064185131
"ENSG00000217801.13",3.19678161454634,3.21784482818768,3.24156287134689,3.22259529410341,3.19043550108488,3.21889944643064
"ENSG00000237330.3",5.20351030398971,5.16363018684835,5.22216061322182,5.21385508502912,5.16332698139898,5.22436274690524
"ENSG00000131591.18",9.92566109946245,9.82604960050023,9.81703817648106,9.84128358363683,9.90494225858101,10.1226771796915
"ENSG00000285812.1",3.80353272078377,3.83226572107251,3.85094037830207,3.89281530595572,3.8118071801054,3.81743477192109
"ENSG00000205231.1",3.54588029190261,3.46609135538132,3.55098758545358,3.51550733853524,3.52204972212997,3.51740077823795
"ENSG00000162571.14",3.91161506142978,3.89732731609924,3.92658090783548,3.88587353908811,3.92853102530763,3.87158298938276
"ENSG00000078808.20",13.3620325791983,13.3424716463348,13.2863246766902,13.3917977848351,13.3663153449918,13.5050251142439
"ENSG00000176022.7",11.4859223110443,11.4208632235353,11.3910535318841,11.3945310334939,11.4345210137756,11.6005594045355
"ENSG00000184163.3",4.92482002827681,4.87784627029098,4.90247394998914,4.88623807705186,4.87244260903443,4.96323865048839
"ENSG00000160087.21",11.7380976270958,11.7232956758767,11.6654896917929,11.750667184414,11.7428467136004,11.8777560823022
"ENSG00000162572.21",5.69163522453272,5.66877963928589,5.75664847876465,5.69347859194119,5.75807312232745,5.75333069191391
"ENSG00000131584.19",11.3426364928788,11.2069597571414,11.2565200285538,11.2737478525499,11.282853900501,11.305201531067
"ENSG00000169972.13",9.95448975352907,9.78325414233539,9.79449715637583,9.84010880760884,9.93953567334848,10.0831420374282
"ENSG00000127054.22",12.327929404146,12.1856011802297,12.2316751850516,12.2381983314263,12.3074824683883,12.3939747562522
"ENSG00000240731.1",5.44730891976569,5.48254148658149,5.47153413357703,5.51899707241386,5.36103807108104,5.43615242474694
"ENSG00000224051.7",10.3309565427179,10.1944692266981,10.1161579343477,10.1146802281923,10.2556780138715,10.4155774879673
"ENSG00000169962.5",4.44597146199258,4.38176500024529,4.35806313317143,4.39600874960997,4.40459652301002,4.40971252094025
"ENSG00000107404.21",11.7650466026827,11.5876893334035,11.6282147493198,11.671916938569,11.6859501020016,11.7982105675234
"ENSG00000162576.17",11.0156525394939,10.3706913017553,10.8663857000554,10.4047536441995,10.9371770177321,10.9084049810908
"ENSG00000175756.14",12.0769026576111,11.9236363978663,11.949219743666,11.9120746972449,12.0561209854876,12.2507444761026
"ENSG00000221978.13",11.3102008766615,11.4009243017993,11.3852980810988,11.5685929403735,11.3647149542885,11.35559119837
"ENSG00000224870.9",10.3117043121347,10.2991636370532,10.3185899991056,10.3694950061741,10.3812061079507,10.3774871195265
"ENSG00000242485.6",12.0695335175558,12.0917765328585,12.0158630539464,12.0591091014478,12.1134714391217,12.2183358821713
"ENSG00000272455.1",7.33755406764728,7.34218667013362,7.29421415186198,7.40672264276144,7.32483430599867,7.28498334872941
"ENSG00000235098.9",9.01023001553777,8.8787014391064,9.00975612251914,8.876846343353,9.0901073487329,9.14044750368274
"ENSG00000205116.4",7.09026810308817,7.13053889871004,7.15483907161832,7.02117914524538,7.17781395967005,7.10434725798349
"ENSG00000225285.1",5.56772045769796,5.56590807174229,5.60483401578961,5.62541988657229,5.56957264683483,5.62412379046335
"ENSG00000179403.12",12.1119081564701,12.1856158304821,11.9982766588916,12.1470848227182,12.0826279340127,12.3395228157196
"ENSG00000215915.10",6.22312786576719,6.35915694808598,6.27384189127866,6.47204003312565,6.3207155223934,6.27834732292975
"ENSG00000160072.20",10.7537115056353,10.6522360731223,10.6375642975314,10.6579456273689,10.7343853207497,10.7968534492389
"ENSG00000197785.14",11.7060037596151,11.5778569377859,11.6068279514262,11.5056392954942,11.7189087488306,11.8530002593363
"ENSG00000205090.10",6.66875570020221,6.49645677617282,6.63746584909074,6.55726371747477,6.68284755466905,6.77445060198506
"ENSG00000160075.12",12.9253584223646,12.9418849457815,12.8674684696788,12.8836773208574,12.9459045549784,13.0388245572246
"ENSG00000215014.5",5.45510269666204,5.50427734227714,5.43738392302576,5.40066540419789,5.51112035771905,5.49979444374568
"ENSG00000228594.4",9.193552131954,8.96897069770189,9.10212609544058,8.93412839511196,9.22618839030952,9.25072378131945
"ENSG00000272106.1",7.31723898847258,7.30828195426217,7.24242514300071,7.30277807575846,7.27990372018566,7.42047291949427
"ENSG00000197530.13",10.4551622012521,10.4278737259335,10.3824662439516,10.4329078593124,10.4444239723488,10.6543491198836
"ENSG00000248333.9",11.3701953078673,11.3083062554538,11.3404376573328,11.3077908131027,11.3972598018819,11.3854200031366
"ENSG00000189339.12",12.8416774346378,12.8301309999427,12.7961619759603,12.9044771365481,12.8402341803945,12.818216906403
"ENSG00000293187.1",6.06903963246203,6.13484149023188,6.11252416657162,6.15819676916573,6.04220598421005,6.03229297097869
